Id,twitter,polarity,score,text
262.0,"Vamos salvar a economia, que covid-19 que nada... é só uma gripezinha. https://t.co/Gbh9s5Uqno",-1.0,0,ir salvar economia covid nada gripezinha
255.0,em reunião com lideranças latino-americanas reunidas no grupo de puebla @progresalatam lula defendeu a integração regional no combate ao coronavírus. @lulaoficial ainda lamentou a morte de tantas pessoas ao redor do mundo: “quero ser solidário a cada companheiro”. https://t.co/i5gckehisz,1.0,1,reunião liderança latinoamericano reunir grupo pueblo lula defender integração regional combate coronavíru ainda lamentar morte tanto pessoa redor mundo querer ser solidário cada companheiro
560.0,@BrunaDionisio @_gabrielfac @oatila @iserrapilheira Tem um estudo que diz que a imunidade pode durar anos... É ciência em tempo real. \n\nhttps://t.co/ZrsKyOSBot,1.0,1,estudo dizer imunidade poder durar ano ciência tempo real nn
173.0,brasil tem 204 mortes por coronavírus em menos de 24h e 1832 novos casos nessa terça-feira. infelizmente nossos números ainda crescem.,-1.0,0,brasil morte coronavíru menos h novo caso em esse terçafeira infelizmente número ainda crescer
228.0,é #fake que tv da itália mostrou que novo coronavírus foi fabricado em laboratório chinês https://t.co/ehmrwmw0tu https://t.co/mi8qiaxj0l,-1.0,0,tv itálio mostrar novo coronavíru fabricar laboratório chinês
426.0,participo agora do @aquinaband apresentado pelos jornalistas luís ernesto lacombe e sílvia poppovic na @bandtv. o debate é sobre estratégias de isolamento e o combate ao coronavírus no brasil. conto com a tua audiência!,1.0,1,participar agora apresentar jornalista luí ernesto lacombe sílvio poppovic debate sobre estratégia isolamento combate coronavíru brasil conto audiência
500.0,"vítima de covid-19, homem era contra isolamento e não acreditava em coronavírus - expresso am ! mais um pra conta do mito , esse gado foi acreditar no que o mito dele falou e se ferrou ! https://t.co/jqgbzxixut",-1.0,0,vítima covid homem contra isolamento acreditar coronavíru expresso am pra conta mito gado acreditar mito falar ferrar
177.0,"cassada em dezembro, selma arruda ganha sobrevida no senado graças a crise do coronavírus https://t.co/qsrm2vu8oy",-1.0,0,cassar dezembro selmo arruda ganhar sobrevir senado graças crise coronavíru
179.0,"ceará tem 137 profissionais da saúde afastados por suspeita de coronavírus, 4 morreram",-1.0,0,ceará profissional saúde afastar suspeita coronavíru morrer
89.0,"💊🔎 três farmácias no leblon foram inspecionadas na segunda-feira (13) por agentes da @visa_rio, após denúncias de comercialização de testes rápidos para o novo #coronavirus. na ação, não foi constatada a venda do produto, restrita a unidades hospitalares. #riocontraocorona https://t.co/lofchrrmoa",-1.0,0,três farmácia leblon inspecionar segundafeir agente após denúncia comercialização teste rápido novo ação constatar venda produto restritar unidade hospitalar
494.0,um estudo feito no amazonas apontou fortes efeitos colaterais causados por altas doses de cloroquina para tratamento do coronavírus. a pesquisa foi interrompida por questão de segurança. #borabrasil #bandjornalismo https://t.co/9hompzav4z,-1.0,0,estudo fazer amazono apontar forte efeito colateral causar alto dose cloroquino tratamento coronavíru pesquisa interromper questão segurança
233.0,"é muito fácil o governo fechar tudo! dizer fique em casa, enqto seus salarios milionários estao em suas contas. Diferente de nós, meros mortais, q a 9 dias esperamos a decisão do governo, de se vamos morrer de fome ou do coronavirus! eu não sei o q fazer!😭💔 #auxilioemergencial",-1.0,0,fácil governo fechar tudo dizer ficar casa enqto salario milionário estar conta diferente mero mortal q dia esperar decisão governo ir morrer fome coronavirus saber q fazer
487.0,"O Programa Pró-Brasil tem o objetivo de integrar ações para a retomada do crescimento após a pandemia do Covid-19, gerando emprego e recuperando a estrutura do país. 🇧🇷'",1.0,1,programa próbrasil objetivo integrar ação retomada crescimento após pandemia covid gerar emprego recuperar estrutura país
327.0,"meus deus, o coronavírus vai espalhar mais rápido agora que ficou frio, no inverno é pior!imprensa: o frio é culpa do presidente bolsonaro, ele soltou todo o vento que dilma estocou!🤬 chega de usar uma pandemia na tentativa de derrubar o presidente!hipocrisia não!",-1.0,0,deu coronavíru ir espalhar rápido agora ficar frio inverno piorimprenso frio culpa presidente bolsonaro soltar todo vento dilmo estocar chegar usar pandemia tentativa derrubar presidentehipocrisia
358.0,"nossas florestas estão em risco! há parlamentares querendo aproveitar a pandemia do #coronavírus para aprovar a #mp910, que entrega terras a quem mais desmata: os grileiros. compartilhe #grilagemnão e cobre que os parlamentarem digam #mp910não. acesse: https://t.co/tgv5hdbnuw https://t.co/u5ras85pzz",-1.0,0,floresta risco parlamentar querer aproveitar pandemia aprovar entrega terra desmato grileiro compartilhar cobre parlamentar dizer acessar
23.0,"@andredimauro @eliane_d_ @marcelolins68 @aurelien_gohier ... desde que começaram a usar ninguém mais precisou ser entubado, 100% de cura e 0% de óbitos.https://t.co/irkzmcd2dn",1.0,1,desde começar usar ninguém precisar ser entubar cura óbito
162.0,"bebê em manaus é 1º caso de coronavírus entre indígenas venezuelanos no país | considerados grupo de risco, waraos relatam falta de água e comida em abrigohttps://t.co/f2elcui4zp",-1.0,0,bebê manau º caso coronavíru indígena venezuelano país considerar grupo risco warao relatar falta água comer abrigo
53.0,"quando a história do coronavirus for contada, saberemos que os comunistas, tentaram de todas as formas quebrar a economia mundial e implantar um regime socialista.",-1.0,0,história coronaviru contar saber comunista tentar todo forma quebrar economia mundial implantar regime socialista
285.0,pesquisador da fiocruz sobre relaxamento do isolamento social: “vamos perder vidas em decorrência da sobrecarga do sistema de saúde e não vamos preservar os empregos”https://t.co/3j4rpdeyys#coronavirus #covid19 #coronavirusbrasil,-1.0,0,pesquisador fiocruz sobre relaxamento isolamento social ir perder vida decorrência sobrecargo sistema saúde ir preservar emprego
46.0,e as mortes? e os casos que ainda tem? mas para aquele senhor é só uma gripezinha https://t.co/tawf4yx67q,-1.0,0,morte caso ainda senhor gripezinha
116.0,"a pauta de stories sobre influenza e coronavírus está pronta, mas a fadiga de postar é maior que tudo. não aguento mais esse inferno de vírus chinês! que saco, caralho! que ódio!",-1.0,0,pauta storie sobre influenza coronavíru pronto fadiga postar grande tudo aguentar inferno vírus chinês saco caralho ódio
379.0,o fato de wilson witzel e helder barbalho estarem com coronavírus significa uma das duas coisas:1 - ou seus decretos imbecis de quarentena realmente não funcionam 2 - ou eles descumpriram esses decretos e deveriam ser presos,-1.0,0,fato wilson witzel helder barbalho estar coronavíru significar dois coisa decreto imbecis quarentena realmente funcionar descumprir decreto dever ser prender
352.0,"nas contas do ministério da saúde, país tem mais pessoas curadas do que casos de coronavírus https://t.co/abzfimouxv",1.0,1,conta ministério saúde país pessoa curar caso coronavíru
425.0,parcela do auxílio emergencial pode chegar a r$ 1.800 por família entenda @uoleconomia @uol https://t.co/xa4RdKs1ew,1.0,1,parcela auxílio emergencial poder chegar r família entender
227.0,"dr alexandre fernandez de almeida, cardiologista, reside em ávila na espanha, teve coronavirus e fala sobre o assunto com propriedade. ele diz que a doença não é tao letal quanto a mídia fala.vale muito à pena ouvir! https://t.co/4t1bnzds0j",1.0,1,dr alexandre fernandez almeido cardiologista residir ávila espanha coronaviru falar sobre assunto propriedade dizer doença tao letal quanto mídia falavale por ela ouvir
448.0,"prefeitura continua distribuindo cestas básicas para ambulantes legais e taxistas auxiliares. para retirar as cestas é preciso que o motorista leve o ciat, enquanto o ambulante legal deve portar a licença. #coronavírus #bandnewsfm https://t.co/keowotxz1i",1.0,1,prefeitura continuar distribuir cesta básico ambulante legal taxista auxiliar retirar cesta preciso motorista leve ciat enquanto ambulante legal dever portar licença
481.0,sp: 15% dos internados por coronavírus não sobrevivem à doença. https://t.co/qjqdwlz9x1,-1.0,0,sp internar coronavíru sobreviver doença
528.0,Menina com síndrome de Down se emociona ao abraçar os pais que se curaram da Covid-19; veja o vídeo https://t.co/2qlpctYN4H #G1 https://t.co/vE4wtK8h9b,1.0,1,menina síndrome down emocionar abraçar pai curar covid ver vídeo
501.0,vivi para ver brasileiro fazendo meme sobre o coronavirus e sua pouca letalidade. seria legal se não tivéssemos tantos mortos. ontem mais de 200. somos um povo sem noção nenhuma...,-1.0,0,viver ver brasileiro fazer meme sobre coronavir pouco letalidade legal tanto morto ontem povo noção nenhum
462.0,"recebi, hoje, vários casos de negativistas que morreram infectados por coronavírus. gente que desdenhava desta epidemia. fiquei pensativo: como erramos tanto na educação brasileira para não combater tanta ignorância? vou escrever algo a respeito amanhã",-1.0,0,receber hoje vários caso negativista morrer infectar coronavíru gente desdenhar de este epidemia ficar pensativo errar tanto educação brasileiro combater tanto ignorância ir escrever algo respeito amanhã
484.0,"tem algo muito errado em pernambuco! um, em cada 3 infectados por coronavírus é profissional da saúde.o n° de infectados no estado é um dos mais altos do país, mesmo com tudo fechado, prova de que quarentena horizontal não funciona. ou será que falta epi’s nos hospitais? https://t.co/wzj28bgdbc",-1.0,0,algo errar pernambuco cada infectar coronavíru profissional saúdar n infectar estado alto país tudo fechar prova quarentena horizontal funcionar falta epi hospital
370.0,"Gente, pelo amor de Deus, cuidem de vocês e dos seus, o covid-19 não é brincadeira, ele já se tornou uma realidade triste pra nós brasileiros. Estamos a um passo de nos tornarmos o epicentro da doença no mundo. Então, FIQUEM DENTRO DE CASA CARALHO",-1.0,0,gente amor deu cuidar covid brincadeira tornar realidade triste pra brasileiro passo tornar epicentro doença mundo então ficar dentro casa caralho
493.0,"um dos momentos mais impactantes da pandemia, para mim, foi quando hospitais superlotados começaram a despachar de trem pacientes em coma para outras regiões da frança, onde ainda havia leitos. o monde fez um registro fotográfico desses traslados. https://t.co/vmzf4ypn7g",-1.0,0,momento impactante pandemia eu hospital superlotar começar despachar trem paciente coma outro região franço onde ainda haver leito monde fazer registro fotográfico de esse traslado
555.0,😷CORONAVÍRUS 😷\n\nCidades do Sul de Minas vão realizar testes rápidos para diagnosticar Covid-19 na população. A testagem está sendo feita em parceria com a duas associações da região.\n \nLink da matéria: https://t.co/XjHlUcs0pa\n \n#Coronavírus #SES-MG #Covid-19 #Saúde https://t.co/Bv6Lv3VDTg,1.0,1,coronavíru nncidade sul mina ir realizar teste rápido diagnosticar covid população testagem ser fazer parceria dois associação regiãon nlink matéria n mg
589.0,Afinal não é preciso ir muito longe para achar a criatividade necessária para lidar com uma pandemia. Imagem de 1915 de aulas a bordo de um Ferry em Nova Iorque para travar surtos de tuberculose\n\nhttps://t.co/leIleemwys,1.0,1,afinal preciso ir longe achar criatividade necessário lidar pandemia imagem aula bordo ferry novo iorque travar surto tuberculosenn
165.0,"boas notícias chegam da itália 🇮🇹 e da espanha 🇪🇸, estão superando o #coronavirus https://t.co/i9yyemobhr",1.0,1,bom notícia chegar itália espanho superar
513.0,Grupo da UFMG vai monitorar o novo coronavírus no esgoto em BH e Contagem https://t.co/tIRTrlIxNx,1.0,1,grupo ufmg ir monitorar novo coronavíru esgoto bh contagem
199.0,confirmada 19ª morte por coronavírus no rn @portaldorn https://t.co/kpzhc36onj,-1.0,0,confirmar ª morte coronavíru rn
536.0,Menina com síndrome de Down se emociona ao abraçar os pais que se curaram da Covid-19; veja o vídeo https://t.co/2qlpctYN4H #G1 https://t.co/vE4wtK8h9b,1.0,1,menina síndrome down emocionar abraçar pai curar covid ver vídeo
163.0,"bem-sucedida contra coronavírus, coreia do sul é o primeiro país a votar durante pandemia",1.0,1,bemsuceder contra coronavíru coreio sul primeiro país votar durante pandemia
192.0,"A parceria do @govbr com a indústria nacional deixa o Brasil mais forte no combate ao covid-19. Após cancelamento da entrega por fornecedores internacionais, uma rede com mais de 15 instituições envolvidas darão o suporte. Detalhes: https://t.co/2SSXv1A5Lj'",1.0,1,parceria indústria nacional deixar brasil forte combate covid após cancelamento entregar fornecedor internacional rede instituição envolver dar suporte detalhe
198.0,confira as medidas contra coronavírus para o cidadão https://t.co/nkdl1m74lc https://t.co/go2lvwyzlf,1.0,1,conferir medida contra coronavíru cidadão
201.0,"contra coronavírus, distanciamento social intermitente pode ser necessário até 2022 (via @estadaosaude) https://t.co/lwyrtoaczl",-1.0,0,contra coronavíru distanciamento social intermitente poder ser necessário via
340.0,"na bahia, estado com 14 milhões de habitantes, após quase 50 dias desde a primeira infecção, há 66 internamentos por coronavirus, sendo 28 em uti. do total de casos notificados, somente 7,36% testaram positivo ( 723 pessoas). há leitos sobrando. a economia está parada. https://t.co/nenbosdpvr",-1.0,0,bahia estar milhão habitante após quase dia desde primeiro infecção internamento coronaviru ser uti total caso notificar somente testar positivo pessoa leito sobrar economia parada
409.0,"o uso de máscara caseira pode evitar a contaminação pelo novo coronavírus entre pessoas próximas assintomáticas e pré-sintomáticas, pois oferece uma barreira contra a contaminação por gotículas, desde que associado a medidas de prevenção.segue o fio!",1.0,1,uso máscara caseira poder evitar contaminação novo coronavíru pessoa próximo assintomático présintomático pois oferecer barreira contra contaminação gotículo desde associar medida prevenção egue fio
121.0,"a única cidade totalmente imune ao novo coronavírus é o quinari, no acre. o apelido da cidade vem da planta quina-quina, de onde se extrai o composto milagroso que cura a covid-19. cientistas mostraram que automaticamente todos os cidadãos nascidos lá nasceram imunes à doença.",1.0,1,único cidade totalmente imune novo coronavíru quinari acre apelido cidade vir planta quinaquino onde extrar compor milagroso cura covid cientista mostrar automaticamente todo cidadão nascer lá nascer imune doença
142.0,apresentei projeto de lei que reduz em 30% os valores das mensalidades cobradas por instituições privadas de ensino superior. a redução se justifica por conta da suspensão das aulas mudança das aulas presenciais por on-line durante o período da pandemia! https://t.co/ockicr3xkt,1.0,1,apresentar projeto lei reduzir valor mensalidade cobrar instituição privado ensino alto redução justificar conta suspensão aula mudança aula presencial online durante período pandemia
412.0,oms libera imagens da cura do coronavirus https://t.co/nlxdd3pcyw,1.0,1,oms liberar imagem cura coronaviru
305.0,"homem de 99, que lutou na segunda guerra mundial, recebe alta após contrair o novo coronavírus. https://t.co/dcjotmvw4n https://t.co/q1lpnqcl8s",1.0,1,homem lutar segundo guerra mundial receber alta após contrair novo coronavíru
321.0,mais uma prova de que o isolamento social é inútil. https://t.co/2tvx8rp05a,-1.0,0,prova isolamento social inútil
273.0,"estão certos os eua, é preciso seriedade, a oms não pode ser política como foi neste caso do #víruschinês, o coronavírus...chanceler dos eua quer ‘mudança radical’ na oms - renova mídia https://t.co/mmhvl51adz via @renovamidia",-1.0,0,certos eua preciso seriedade om poder ser político em este caso coronavíruschanceler eua quer mudança radical oms renovar mídia via
337.0,mulheres na liderança são o diferencial dos países com as melhores respostas ao coronavírus - https://t.co/qdwdfnyyvk,1.0,1,mulher liderança diferencial país bom resposta coronavíru
385.0,o governador witzel testou positivo para o #coronavírus. vamos ver o que ele vai fazer com a quarentena agora...,-1.0,0,governador witzel testar positivo ir ver ir fazer quarentena agora
114.0,"a organização mundial da saúde impediu os médicos de exortar os países a impor controles nas fronteiras para impedir a propagação do coronavírus, foi revelado. esqueça apenas os cortes de financiamento, precisamos de investigações e demissões. https://t.co/tpb9ytbzup",-1.0,0,organização mundial saúde impedir médico exortar país impor controle fronteira impedir propagação coronavíru revelar esquecer apenas corte financiamento precisar investigação demissão
269.0,esta é a charge de hubert publicada na #folha nesta quarta (15). quer ver mais charges do jornal? acesse https://t.co/sybmd9isw2. #folha #fsp #folhadespaulo #coronavirus #covid19 #coronavirusbrasil #charge #humor #drawing⠀ https://t.co/nshecrxoxv,1.0,1,charge hubert publicar em este quarto querer ver charge jornal acessar
195.0,"compartilho a matéria da gazeta do povo, que aborda o apoio da bancada do paraná no senado sobre o uso do fundo eleitoral para o enfrentamento do coronavírus. penso que devíamos acabar com esses fundos.",1.0,1,compartilhar matéria gazeto povo abordar apoio bancada paraná senado sobre uso fundo eleitoral enfrentamento coronavíru pensar dever acabar fundo
8.0,metade das amostras das solas de sapatos do pessoal médico que trabalha na uti foi positiva para o novo coronavírus. os pesquisadores concluíram que o calçado de médicos e enfermeiros também podem ser portadores de sars-cov-2 . https://t.co/tpjawmghal https://t.co/n1nqvxueiy,-1.0,0,metade amostra solo sapato pessoal médico trabalhar uti positivo novo coronavíru pesquisador concluir calçar médico enfermeiro poder ser portador sarscov
88.0,"👩🔬 concurso para área da saúde✍ inscrições pelo site, de 15/04 a 22/04: https://t.co/6ruwhfa5pc#vereadorricardoteixeira #respeito #trabalho #juntossomosmaisfortes #coronavirus #concursopublico https://t.co/kpjstlqpee",1.0,1,concurso área saúde inscrição site
460.0,"quer dizer que o witzel pegou o coronavírus..na moral, só dá pra confiar se isso realmente é verdade se ele mostrar o exame..esse fulano já mentiu tanto que uma mentira a mais ou a menos não vai fazer diferença..porquê ele falaria a verdade agora?e logo no dia da carreata..",-1.0,0,quer dizer witzel pegar coronavírusna moral dar pra confiar realmente verdade mostrar exameer fulano mentir tanto mentira menos ir fazer diferençaporquê falar verdade agorae logo dia carreata
216.0,"deu no washington post: quando as infecções começaram a espalhar no país com mais de 200 milhões de pessoas, o populista de direita chamou o coronavírus de \gripezinha\ e pediu que os brasileiros \enfrentassem o vírus como homem, não como moleques.https://t.co/79rdnkicgk",-1.0,0,dar washington post infecção começar espalhar país milhão pessoa populista direito chamar coronavíru gripezinha pedir brasileiro enfrentar vírus homem moleque
135.0,"alta para o nosso combatente! 🇧🇷 ernando vence mais uma batalha, agora contra o novo #coronavirus, recebendo alta no mesmo dia em que se comemora os 75 anos da “tomada de montese”, exitosa campanha das tropas brasileiras na itália, durante a 2ª guerra mundial. https://t.co/72rwyxku4z",1.0,1,alta combatente ernando vencer batalha agora contra novo receber alto dia comemorar ano tomar montese exitoso campanha tropa brasileiro itálio durante ª guerra mundial
282.0,"eu nao aguento mais sonhar com hospital e gente morrendo. coronavirus, sai da minha cabeça, pf",-1.0,0,nao aguentar sonhar hospital gente morrer coronaviru sair cabeça pf
394.0,"o novo coronavírus foi capaz de esvaziar a praça são pedro, no vaticano, e até mesmo adiar a realização dos jogos olímpicos, mas não teve força para vencer a violência doméstica. 😞https://t.co/ena0yyrk9m",-1.0,0,novo coronavíru capaz esvaziar praça pedro vaticano adiar realização jogo olímpico forçar vencer violência doméstico
303.0,"hoje, conversei com luiz andrade, preparador físico do @ecbahia, sobre os desafios de ter atletas treinando, em casa, nesse momento, e a incerteza que vive o futebol na pandemia do novo coronavírus! segundo ele, jogadores tricolores estão de parabéns!https://t.co/kdruiqcvza",1.0,1,hoje conversar luiz andrade preparador físico sobre desafio ter atleta treinar casa em esse momento incerteza viver futebol pandemia novo coronavíru segundo jogador tricolor parabéns
389.0,"o ministério da saúde divulga, pela primeira vez, o número de pessoas recuperadas do coronavírus: 14.026.a última atualização registra 25.262 casos da doença, 1.532 mortes e 9.704 pacientes internados.",1.0,1,ministério saúde divulgar primeira vez número pessoa recuperar coronavíru último atualização registrar caso doença morte paciente internar
143.0,"aprovamos a lei que garante aos estados, ao distrito federal e aos municípios auxílio financeiro, equivalente a um seguro contra a queda da arrecadação do icms e iss (seguro-receita), capaz de recompor a queda das receitas por conta do #coronavírus. https://t.co/mvnzgrlg6y",1.0,1,aprovar lei garantir estado distrito federal município auxílio financeiro equivalente seguro contra queda arrecadação icm iss seguroreceito capaz recompor queda receita contar
495.0,"uma pesquisa de opinião pública nacional divulgada pelo instituto paraná pesquisas indica que a população brasileira acredita que o presidente, @jairbolsonaro, não está gerindo a crise do coronavírus de forma adequada.🤔o que você acha?#euapoiobolsonaro #bolsonarotemrazao",-1.0,0,pesquisa opinião público nacional divulgar instituto paraná pesquisa indicar população brasileiro acreditar presidente gerir crise coronavíru forma adequadao achar
535.0,"A meu pedido, a cientista e epidemiologista brasileira @dogarrett escreveu um artigo situando as questões relativas à imunidade para o novo coronavírus para o @brpolitico. Leitura fundamental diante de tanta informação desencontrada a esse respeito. \n\nhttps://t.co/nkqSX70w3i",1.0,1,pedido cientista epidemiologista brasileiro escrever artigo situar questão relativo imunidade novo coronavíru leitura fundamental diante tanto informação desencontrar respeito nn
292.0,gente quem namora ta imune ao coronavirus?? pq to vendo todo mundo se encontrando com o namorado e fiquei com essa dúvida kk,1.0,1,gente namorar ter imune coronaviru pq to ver todo mundo encontrar namorado ficar dúvida kk
57.0,"você é tão mentiroso que ninguém consegue acreditar em uma palavra de que diz, nem que esteja com coronavirus. mas, é um sinal que essa quarentena é uma farsa. Aproveita e renúncia canalha! #impeachmentdowitzel #witzelditador",-1.0,0,tão mentiroso ninguém conseguir acreditar palavra dizer coronavir sinal quarenteno farsa aproveitar renúncia canalha
22.0,"cometemos um erro, especialmente na lombardia. estávamos totalmente focados em aumentar o número de leitos em unidades de terapia intensiva”. agora ele trata as pessoas em casa mais cedo com hidroxicloroquina. https://t.co/betgzx857n",-1.0,0,cometer erro especialmente lombardia totalmente focar aumentar número leito unidade terapia intensivo agora tratar pessoa casa cedo hidroxicloroquina
125.0,"acompanhado por honras militares e sob aplausos da equipe médica que o atendeu, o militar do #brasil, de 99 anos, saiu em uma cadeira de rodas do hospital após vencer o #coronavírus.https://t.co/p7zehwzt77",1.0,1,acompanhar honra militar sob aplauso equipe médico atender militar ano sair cadeira roda hospital após vencer
191.0,"começou! e o destaque de hoje é uma roda de conversa com a participação de pessoas que contraíram a covid-19 e que foram submetidas ao tratamento. o nosso time de especialistas também segue à disposição para tirar as suas dúvidas, aqui na @bandtv! 😉📺#aquinaband #coronavírus https://t.co/srjvvhkvt9",1.0,1,começar destaque hoje roda conversa participação pessoa contrair covid submeter tratamento time especialista seguir disposição tirar dúvida aqui
60.0,#bomdia eu insisto e persisto. é viável fazer um pacto federal entre poderes para repassar os 2 bilhões do fundo eleitoral para saúde e auxílio às vítimas do coronavírus. mas o trabalho de convencimento dos políticos tem que ser feito pelo povo. https://t.co/anqyajn3a8,1.0,1,insistir persistir viável fazer pacto federal poder repassar bilhão fundo eleitoral saúde auxílio vítima coronavíru trabalho convencimento político ser fazer povo
330.0,"morte de mulheres, não o assassinato. não feminicidio, como se essas mortes fossem uma casualidade aumento de consumo de bebidas e perda de renda são apontados como os culpados. não os assassinos. Melhore, @folhahttps://t.co/ecizmpdgmb",-1.0,0,morte mulher assassinato feminicidiar morte casualidade aumento consumo bebida perda renda apontar culpado assassino melhorer
319.0,mais de 500 mil pessoas no mundo estão recuperadas do coronavírus https://t.co/42havg0lnp,1.0,1,mil pessoa mundo recuperar coronavíru
579.0,"Sextou🚩Vamos  reforçar a união de todos por um Brasil sem Bolsonaro, sem fascismo e sem pandemia de coronavírus, pandemia de fakenews e pandemia de ultraliberalismo econômico! Vamos nos seguir e crescer essa corrente! #SextaVermelhaSdv https://t.co/8pIiRbSreH",1.0,1,sextouvar reforçar união todo brasil bolsonaro fascismo pandemia coronavíru pandemia fakenew pandemia ultraliberalismo econômico ir seguir crescer corrente
161.0,"bastou levantar-se a possiblidade de votação de projeto p/ a taxação de grandes fortunas p/ as empresas boazinhas que apoiaram (am) a escravidão moderna, doarem milhões p/ o combate ao coronavírus com direito a propaganda no jn e tudo.",-1.0,0,bastar levantar possiblidade votação projeto p taxação grande fortuna p empresa boazinha apoiar am escravidão moderno doar milhão p combate coronavíru direito propaganda jn tudo
421.0,"para o presidente do stf, restrição do direito de ir e vir, a pretexto de evitar a propagação do #coronavírus, sem recomendação da anvisa é ilegal. https://t.co/jkbhswvd3z",-1.0,0,presidente stf restrição direito ir vir pretexto evitar propagação recomendação anvisa ilegal
381.0,"o globo:em são paulo, 15% dos internados por coronavírus não sobrevivem à doença. mais de 2 mil pacientes com o vírus ocupam leitos do estado . quer dizer que a taxa de letalidade de sp é 5 vezes maior que a média mundial ? o que está acontecendo doria?",-1.0,0,globoem paulo internar coronavíru sobreviver doença mil paciente vírus ocupar leito estar querer dizer taxa letalidade sp vez grande média mundial acontecer doria
298.0,"guardem bem estas palavras. vamos ver muita gente a recordá-las, muitas vezes. o que antónio costa está a dizer é, obviamente, mentira.antónio costa afasta cenário de austeridade pós-coronavírus https://t.co/favt61jpuj",1.0,1,guardar bem palavra ir ver muito gente recordálo muitas vez antónio costa dizer obviamente mentiraantónio costa afastar cenário austeridade póscoronavíru
145.0,"aquí, vendo unha serie para despexar a cabeza do coronavirus. https://t.co/wqbkapsqdi",1.0,1,a aqua ver unha seriar despexar cabeza coronaviru
366.0,o áudio definitivo! minha priminha de oito anos compartilhou no grupo da família tudo o que você precisa saber sobre o coronavírus. https://t.co/ewhqyawf8z,1.0,1,áudio definitivo priminha oito ano compartilhar grupo família tudo precisar saber sobre coronavíru
245.0,"em caso de dúvidas sobre o #coronavirus, ligue grátis para o alô vida nos números 800149, 82149, 84146 ou consulte a plataforma pensa discando *660##covid19moz https://t.co/ikv5icigwo",1.0,1,caso dúvida sobre ligar grátis alô vida número consultar plataforma pensar discar
499.0,"vejam que interessante. confirmando o que repetimos sem parar : estudo israelense sugere que lockdown (bloqueio) não afeta ciclo do coronavírus, diz presidente da agência espacial israelense https://t.co/z8npnkvavl",-1.0,0,ver interessante confirmar repetir parar estudo israelense sugerir lockdown bloqueio afetar ciclo coronavíru dizer presidente agência espacial israelense
588.0,Campanhas de arrecadação para os povos indígenas no enfrentamento do coronavírus \n#IndígenasECovid19 \n\nOrganizando em thread todas as vaquinhas e campanhas. Segue o \U0001f9f5\n\n👇🏽,1.0,1,campanha arrecadação povo indígena enfrentamento coronavíru n nnorganizar thread todo vaquinha campanha seguir uffnn
446.0,"precisamos nos cuidar, não é uma gripezinha. descanse em paz, tia, escreveu o deputado na legenda #meiahorahttps://t.co/acuxql4yue",-1.0,0,precisar cuidar gripezinha descander paz tia escrever deputado legenda
347.0,"não caiam no discurso de que jair bolsonaro e donald trump forçam para a cloroquina dá certo. quem não quer quê dê certo são os mesmos que omitem ou banalizam a sua eficácia, mas são os primeiros a pedirem o remédio quando são diagnosticados com o coronavirus.",-1.0,0,cair discurso jair bolsonaro donald trump forçar cloroquina dar certo quer quê dar certo mesmo omitar banalizar eficácia primeiro pedir remédio diagnosticar coronavirus
14.0,#coronavirus (oms diz: não use ibuprofeno) ~ouça atualizações na região centro-oeste~https://t.co/imlsepja1t,1.0,1,oms dizer usar ibuprofeno ouvir atualização região centrooeste
254.0,"em nova publicação da série relatos da pandemia, giovana conta como foi deixar às pressas um país que deveria ser um dos mais preparados do mundo para lidar com uma pandemia. https://t.co/qtu6ysrqhx",-1.0,0,novo publicação série relato pandemia giovano contar deixar pressa país dever ser preparar mundo lidar pandemia
440.0,"A imprensa brasileira perdeu, para o coronavírus, um dos maiores. Chega a ser ironia, 1 vez q a Band jura q não recebeu dinheiro de 1 presidente que minimiza essa doença. O Brasil prede um grande comunicador mas, certamente, alguém saiu ganhando com esse governo genocida. https://t.co/5G0KA1nvzC",-1.0,0,imprensa brasileiro perder coronavíru grande chegar ser ironia vez q band jurar q receber dinheiro presidente minimizar doença brasil prede grande comunicador certamente alguém sair ganhar governo genocidar
586.0,Vai chegar uma vacina para o Coronavírus mas não chega esse grenal 👌🏽,1.0,1,ir chegar vacina coronavíru chegar grenal
231.0,"e como são vírus de fita simples de rna, há muitas mutações em cada epidemia. por isso a cada ano eles voltam a infectar a mesma população. fenômeno semelhante ao influenza. com os coronavírus causadores de sars temos algo diferente: as características da proteína s.",-1.0,0,vírus fita simples rna muito mutação cada epidemia cada ano voltar infectar mesmo população fenômeno semelhante influenza coronavíru causador sar algo diferente característica proteína s
531.0,"Nosso objetivo é diminuir o número de internação e que as vidas sejam preservadas"", diz médica em defesa do uso de cloroquina e ivermectina | NSC Total https://t.co/N7NVSyUtq0",1.0,1,objetivo diminuir número internação vida preservar dizer médico defender uso cloroquino ivermectina nsc total
43.0,"sua risada amiga, eu acho que ela é a cura pro coronavírus",1.0,1,risada amiga achar cura pro coronavíru
568.0,Confira o número de pessoas recuperadas do Coronavírus no Ceará. Leia mais em: https://t.co/xhJIK9NqEs https://t.co/vMjQ4cS2x6,1.0,1,conferir número pessoa recuperar coronavíru ceará ler
44.0,prevendo o pico do coronavírus é igual pedreiro prevendo o final da obra. #mandettademitido #mandettagenocida #covid_19,-1.0,0,prever pico coronavíru igual pedreiro prever final obra
